Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Forest,Water,Bareland,Non_Wetland,Non_Water,Shrubland,Built-up,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Shrubland,2,3,1,3,1,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Grassland,0,3,1,3,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Cropland,5,4,1,5,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Wetland,31,0,6,29,21,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Lichens_and_Mosses,1,1,0,2,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Bareland,6,7,1,9,3,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Built-up,2,2,1,3,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Water,23,31,2,27,0,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Forest,18,19,2,0,8,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVM_M_R,Permanent_ice_and_snow,5,9,0,7,1,0,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Bareland,0,0,0,0,0,0,7,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Forest,0,3,0,0,2,0,22,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Wetland,0,0,0,0,2,0,65,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Water,0,6,0,0,0,0,20,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVM_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,9,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Shrubland,0,0,0,0,2,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Grassland,0,0,0,0,5,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Wetland,0,0,0,0,36,0,0,7,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Bareland,0,0,0,0,7,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Water,0,0,0,0,0,0,0,21,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Forest,0,0,0,0,22,0,0,4,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVM_M_R,Permanent_ice_and_snow,0,0,0,0,5,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,Water,5,6,0,13,0,15,0,0,9,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,Cropland,1,0,0,3,0,3,0,0,3,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,Wetland,7,0,3,11,2,13,0,0,12,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,Bareland,1,0,0,6,0,0,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,Permanent_ice_and_snow,1,0,0,5,0,5,0,0,2,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVM_M_R,Forest,7,3,2,0,2,11,0,0,11,5,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVM_M_R,Grassland,0,3,0,3,1,1,0,0,0,0,1,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVM_M_R,Wetland,0,0,0,10,7,9,0,0,0,0,6,9
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVM_M_R,Forest,0,3,0,0,2,3,0,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVM_M_R,Water,0,14,0,12,0,9,0,0,0,0,0,7
